start|hour|trips|latitude|longitude
(40.791,-73.945)|20|197|40.791|-73.945
(40.791,-73.945)|21|178|40.791|-73.945
(40.791,-73.945)|22|157|40.791|-73.945
(40.791,-73.945)|23|133|40.791|-73.945
(40.791,-73.947)|0|525|40.791|-73.947
(40.791,-73.947)|1|405|40.791|-73.947
(40.791,-73.947)|2|307|40.791|-73.947
(40.791,-73.947)|3|185|40.791|-73.947
(40.791,-73.947)|4|184|40.791|-73.947
(40.791,-73.947)|5|428|40.791|-73.947
(40.791,-73.947)|6|679|40.791|-73.947
(40.791,-73.947)|7|997|40.791|-73.947
(40.791,-73.947)|8|889|40.791|-73.947
(40.791,-73.947)|9|665|40.791|-73.947
(40.791,-73.947)|10|556|40.791|-73.947
(40.791,-73.947)|11|623|40.791|-73.947
(40.791,-73.947)|12|645|40.791|-73.947
(40.791,-73.947)|13|746|40.791|-73.947
(40.791,-73.947)|14|817|40.791|-73.947
(40.791,-73.947)|15|708|40.791|-73.947
(40.791,-73.947)|16|587|40.791|-73.947
(40.791,-73.947)|17|784|40.791|-73.947
(40.791,-73.947)|18|862|40.791|-73.947
(40.791,-73.947)|19|863|40.791|-73.947
(40.791,-73.947)|20|776|40.791|-73.947
(40.791,-73.947)|21|806|40.791|-73.947
(40.791,-73.947)|22|767|40.791|-73.947
(40.791,-73.947)|23|709|40.791|-73.947
(40.791,-73.969)|0|1193|40.791|-73.969
(40.791,-73.969)|1|597|40.791|-73.969
(40.791,-73.969)|2|257|40.791|-73.969
(40.791,-73.969)|3|384|40.791|-73.969
(40.791,-73.969)|4|516|40.791|-73.969
(40.791,-73.969)|5|805|40.791|-73.969
(40.791,-73.969)|6|1503|40.791|-73.969
(40.791,-73.969)|7|3430|40.791|-73.969
(40.791,-73.969)|8|3396|40.791|-73.969
(40.791,-73.969)|9|3056|40.791|-73.969
(40.791,-73.969)|10|3195|40.791|-73.969
(40.791,-73.969)|11|3048|40.791|-73.969
(40.791,-73.969)|12|3034|40.791|-73.969
(40.791,-73.969)|13|2943|40.791|-73.969
(40.791,-73.969)|14|3721|40.791|-73.969
(40.791,-73.969)|15|4792|40.791|-73.969
(40.791,-73.969)|16|3264|40.791|-73.969
(40.791,-73.969)|17|3313|40.791|-73.969
(40.791,-73.969)|18|3914|40.791|-73.969
(40.791,-73.969)|19|3732|40.791|-73.969
(40.791,-73.969)|20|2913|40.791|-73.969
(40.791,-73.969)|21|2580|40.791|-73.969
(40.791,-73.969)|22|2078|40.791|-73.969
(40.791,-73.969)|23|1659|40.791|-73.969
(40.791,-73.973)|0|388|40.791|-73.973
(40.791,-73.973)|1|209|40.791|-73.973
(40.791,-73.973)|2|129|40.791|-73.973
(40.791,-73.973)|3|92|40.791|-73.973
(40.791,-73.973)|4|97|40.791|-73.973
(40.791,-73.973)|5|153|40.791|-73.973
(40.791,-73.973)|6|450|40.791|-73.973
(40.791,-73.973)|7|1566|40.791|-73.973
(40.791,-73.973)|8|1857|40.791|-73.973
(40.791,-73.973)|9|992|40.791|-73.973
(40.791,-73.973)|10|1163|40.791|-73.973
(40.791,-73.973)|11|1021|40.791|-73.973
(40.791,-73.973)|12|1137|40.791|-73.973
(40.791,-73.973)|13|1046|40.791|-73.973
(40.791,-73.973)|14|1209|40.791|-73.973
(40.791,-73.973)|15|1828|40.791|-73.973
(40.791,-73.973)|16|1110|40.791|-73.973
(40.791,-73.973)|17|1058|40.791|-73.973
(40.791,-73.973)|18|1199|40.791|-73.973
(40.791,-73.973)|19|1152|40.791|-73.973
(40.791,-73.973)|20|1015|40.791|-73.973
(40.791,-73.973)|21|852|40.791|-73.973
(40.791,-73.973)|22|714|40.791|-73.973
(40.791,-73.973)|23|566|40.791|-73.973
(40.791,-73.974)|0|1066|40.791|-73.974
(40.791,-73.974)|1|618|40.791|-73.974
(40.791,-73.974)|2|433|40.791|-73.974
(40.791,-73.974)|3|317|40.791|-73.974
(40.791,-73.974)|4|289|40.791|-73.974
(40.791,-73.974)|5|568|40.791|-73.974
(40.791,-73.974)|6|1073|40.791|-73.974
(40.791,-73.974)|7|2052|40.791|-73.974
(40.791,-73.974)|8|2771|40.791|-73.974
(40.791,-73.974)|9|2523|40.791|-73.974
(40.791,-73.974)|10|2745|40.791|-73.974
(40.791,-73.974)|11|2743|40.791|-73.974
(40.791,-73.974)|12|2842|40.791|-73.974
(40.791,-73.974)|13|2895|40.791|-73.974
(40.791,-73.974)|14|2751|40.791|-73.974
(40.791,-73.974)|15|3120|40.791|-73.974
(40.791,-73.974)|16|2591|40.791|-73.974
(40.791,-73.974)|17|2852|40.791|-73.974
(40.791,-73.974)|18|3376|40.791|-73.974
(40.791,-73.974)|19|3531|40.791|-73.974
(40.791,-73.974)|20|3222|40.791|-73.974
(40.791,-73.974)|21|2791|40.791|-73.974
(40.791,-73.974)|22|2522|40.791|-73.974
(40.791,-73.974)|23|1709|40.791|-73.974
(40.791,-73.975)|0|984|40.791|-73.975
(40.791,-73.975)|1|741|40.791|-73.975
(40.791,-73.975)|2|549|40.791|-73.975
(40.791,-73.975)|3|563|40.791|-73.975
(40.791,-73.975)|4|388|40.791|-73.975
(40.791,-73.975)|5|636|40.791|-73.975
(40.791,-73.975)|6|1178|40.791|-73.975
(40.791,-73.975)|7|2456|40.791|-73.975
(40.791,-73.975)|8|2595|40.791|-73.975
(40.791,-73.975)|9|3190|40.791|-73.975
(40.791,-73.975)|10|3626|40.791|-73.975
(40.791,-73.975)|11|3677|40.791|-73.975
(40.791,-73.975)|12|3797|40.791|-73.975
(40.791,-73.975)|13|3904|40.791|-73.975
(40.791,-73.975)|14|3881|40.791|-73.975
(40.791,-73.975)|15|4047|40.791|-73.975
(40.791,-73.975)|16|3654|40.791|-73.975
(40.791,-73.975)|17|3863|40.791|-73.975
(40.791,-73.975)|18|4483|40.791|-73.975
(40.791,-73.975)|19|3954|40.791|-73.975
(40.791,-73.975)|20|3235|40.791|-73.975
(40.791,-73.975)|21|2832|40.791|-73.975
(40.791,-73.975)|22|2200|40.791|-73.975
(40.791,-73.975)|23|1540|40.791|-73.975
(40.791,-73.976)|0|362|40.791|-73.976
(40.791,-73.976)|1|163|40.791|-73.976
(40.791,-73.976)|2|64|40.791|-73.976
(40.791,-73.976)|3|72|40.791|-73.976
(40.791,-73.976)|4|110|40.791|-73.976
(40.791,-73.976)|5|528|40.791|-73.976
(40.791,-73.976)|6|997|40.791|-73.976
(40.791,-73.976)|7|1982|40.791|-73.976
(40.791,-73.976)|8|2146|40.791|-73.976
(40.791,-73.976)|9|2422|40.791|-73.976
(40.791,-73.976)|10|2874|40.791|-73.976
(40.791,-73.976)|11|2710|40.791|-73.976
(40.791,-73.976)|12|2508|40.791|-73.976
(40.791,-73.976)|13|2091|40.791|-73.976
(40.791,-73.976)|14|1951|40.791|-73.976
(40.791,-73.976)|15|1868|40.791|-73.976
(40.791,-73.976)|16|1755|40.791|-73.976
(40.791,-73.976)|17|2215|40.791|-73.976
(40.791,-73.976)|18|2853|40.791|-73.976
(40.791,-73.976)|19|2298|40.791|-73.976
(40.791,-73.976)|20|1516|40.791|-73.976
(40.791,-73.976)|21|1276|40.791|-73.976
(40.791,-73.976)|22|1020|40.791|-73.976
(40.791,-73.976)|23|633|40.791|-73.976
(40.792,-73.944)|0|92|40.792|-73.944
(40.792,-73.944)|1|107|40.792|-73.944
(40.792,-73.944)|2|72|40.792|-73.944
(40.792,-73.944)|3|67|40.792|-73.944
(40.792,-73.944)|4|86|40.792|-73.944
(40.792,-73.944)|5|53|40.792|-73.944
(40.792,-73.944)|6|71|40.792|-73.944
(40.792,-73.944)|7|116|40.792|-73.944
(40.792,-73.944)|8|130|40.792|-73.944
(40.792,-73.944)|9|129|40.792|-73.944
(40.792,-73.944)|10|154|40.792|-73.944
(40.792,-73.944)|11|183|40.792|-73.944
(40.792,-73.944)|12|178|40.792|-73.944
(40.792,-73.944)|13|207|40.792|-73.944
(40.792,-73.944)|14|189|40.792|-73.944
(40.792,-73.944)|15|218|40.792|-73.944
(40.792,-73.944)|16|232|40.792|-73.944
(40.792,-73.944)|17|108|40.792|-73.944
(40.792,-73.944)|18|124|40.792|-73.944
(40.792,-73.944)|19|144|40.792|-73.944
(40.792,-73.944)|20|103|40.792|-73.944
(40.792,-73.944)|21|105|40.792|-73.944
(40.792,-73.944)|22|118|40.792|-73.944
(40.792,-73.944)|23|113|40.792|-73.944
(40.792,-73.964)|0|405|40.792|-73.964
(40.792,-73.964)|1|246|40.792|-73.964
(40.792,-73.964)|2|177|40.792|-73.964
(40.792,-73.964)|3|105|40.792|-73.964
(40.792,-73.964)|4|205|40.792|-73.964
(40.792,-73.964)|5|389|40.792|-73.964
(40.792,-73.964)|6|1095|40.792|-73.964
(40.792,-73.964)|7|1816|40.792|-73.964
(40.792,-73.964)|8|2161|40.792|-73.964
(40.792,-73.964)|9|2112|40.792|-73.964
(40.792,-73.964)|10|1757|40.792|-73.964
(40.792,-73.964)|11|1516|40.792|-73.964
(40.792,-73.964)|12|1423|40.792|-73.964
(40.792,-73.964)|13|1317|40.792|-73.964
(40.792,-73.964)|14|1444|40.792|-73.964
(40.792,-73.964)|15|1418|40.792|-73.964
(40.792,-73.964)|16|1258|40.792|-73.964
(40.792,-73.964)|17|1454|40.792|-73.964
(40.792,-73.964)|18|1545|40.792|-73.964
(40.792,-73.964)|19|1218|40.792|-73.964
(40.792,-73.964)|20|785|40.792|-73.964
(40.792,-73.964)|21|674|40.792|-73.964
(40.792,-73.964)|22|658|40.792|-73.964
(40.792,-73.964)|23|583|40.792|-73.964
(40.792,-73.965)|0|1096|40.792|-73.965
(40.792,-73.965)|1|798|40.792|-73.965
(40.792,-73.965)|2|480|40.792|-73.965
(40.792,-73.965)|3|303|40.792|-73.965
(40.792,-73.965)|4|363|40.792|-73.965
(40.792,-73.965)|5|712|40.792|-73.965
(40.792,-73.965)|6|1610|40.792|-73.965
(40.792,-73.965)|7|2644|40.792|-73.965
(40.792,-73.965)|8|2619|40.792|-73.965
(40.792,-73.965)|9|2829|40.792|-73.965
(40.792,-73.965)|10|2788|40.792|-73.965
(40.792,-73.965)|11|2566|40.792|-73.965
(40.792,-73.965)|12|2516|40.792|-73.965
(40.792,-73.965)|13|2377|40.792|-73.965
(40.792,-73.965)|14|2504|40.792|-73.965
(40.792,-73.965)|15|2857|40.792|-73.965
(40.792,-73.965)|16|2301|40.792|-73.965
(40.792,-73.965)|17|2795|40.792|-73.965
(40.792,-73.965)|18|3486|40.792|-73.965
(40.792,-73.965)|19|3171|40.792|-73.965
(40.792,-73.965)|20|2263|40.792|-73.965
(40.792,-73.965)|21|2004|40.792|-73.965
(40.792,-73.965)|22|1964|40.792|-73.965
(40.792,-73.965)|23|1619|40.792|-73.965
(40.792,-73.968)|0|898|40.792|-73.968
(40.792,-73.968)|1|544|40.792|-73.968
(40.792,-73.968)|2|319|40.792|-73.968
(40.792,-73.968)|3|358|40.792|-73.968
(40.792,-73.968)|4|319|40.792|-73.968
(40.792,-73.968)|5|943|40.792|-73.968
(40.792,-73.968)|6|1748|40.792|-73.968
(40.792,-73.968)|7|3089|40.792|-73.968
(40.792,-73.968)|8|3493|40.792|-73.968
(40.792,-73.968)|9|3135|40.792|-73.968
(40.792,-73.968)|10|3206|40.792|-73.968
(40.792,-73.968)|11|2962|40.792|-73.968
(40.792,-73.968)|12|3176|40.792|-73.968
(40.792,-73.968)|13|2889|40.792|-73.968
(40.792,-73.968)|14|3105|40.792|-73.968
(40.792,-73.968)|15|3556|40.792|-73.968
(40.792,-73.968)|16|3048|40.792|-73.968
(40.792,-73.968)|17|3647|40.792|-73.968
(40.792,-73.968)|18|3777|40.792|-73.968
(40.792,-73.968)|19|3304|40.792|-73.968
(40.792,-73.968)|20|2395|40.792|-73.968
(40.792,-73.968)|21|2025|40.792|-73.968
(40.792,-73.968)|22|1749|40.792|-73.968
(40.792,-73.968)|23|1394|40.792|-73.968
(40.792,-73.972)|0|490|40.792|-73.972
(40.792,-73.972)|1|292|40.792|-73.972
(40.792,-73.972)|2|138|40.792|-73.972
(40.792,-73.972)|3|82|40.792|-73.972
(40.792,-73.972)|4|95|40.792|-73.972
(40.792,-73.972)|5|169|40.792|-73.972
(40.792,-73.972)|6|410|40.792|-73.972
(40.792,-73.972)|7|1286|40.792|-73.972
(40.792,-73.972)|8|1832|40.792|-73.972
(40.792,-73.972)|9|1352|40.792|-73.972
(40.792,-73.972)|10|1598|40.792|-73.972
(40.792,-73.972)|11|1572|40.792|-73.972
(40.792,-73.972)|12|1548|40.792|-73.972
(40.792,-73.972)|13|1563|40.792|-73.972
(40.792,-73.972)|14|1569|40.792|-73.972
(40.792,-73.972)|15|1836|40.792|-73.972
(40.792,-73.972)|16|1217|40.792|-73.972
(40.792,-73.972)|17|1632|40.792|-73.972
(40.792,-73.972)|18|2080|40.792|-73.972
(40.792,-73.972)|19|2228|40.792|-73.972
(40.792,-73.972)|20|2093|40.792|-73.972
(40.792,-73.972)|21|1867|40.792|-73.972
(40.792,-73.972)|22|1515|40.792|-73.972
(40.792,-73.972)|23|862|40.792|-73.972
(40.792,-73.974)|0|1593|40.792|-73.974
(40.792,-73.974)|1|897|40.792|-73.974
(40.792,-73.974)|2|521|40.792|-73.974
(40.792,-73.974)|3|300|40.792|-73.974
(40.792,-73.974)|4|310|40.792|-73.974
(40.792,-73.974)|5|736|40.792|-73.974
(40.792,-73.974)|6|1575|40.792|-73.974
(40.792,-73.974)|7|3431|40.792|-73.974
(40.792,-73.974)|8|4289|40.792|-73.974
(40.792,-73.974)|9|4524|40.792|-73.974
(40.792,-73.974)|10|4766|40.792|-73.974
(40.792,-73.974)|11|4929|40.792|-73.974
(40.792,-73.974)|12|4640|40.792|-73.974
(40.792,-73.974)|13|4634|40.792|-73.974
(40.792,-73.974)|14|4405|40.792|-73.974
(40.792,-73.974)|15|4771|40.792|-73.974
(40.792,-73.974)|16|4176|40.792|-73.974
(40.792,-73.974)|17|4832|40.792|-73.974
(40.792,-73.974)|18|5571|40.792|-73.974
(40.792,-73.974)|19|5449|40.792|-73.974
(40.792,-73.974)|20|4330|40.792|-73.974
(40.792,-73.974)|21|3336|40.792|-73.974
(40.792,-73.974)|22|2879|40.792|-73.974
(40.792,-73.974)|23|2443|40.792|-73.974
(40.793,-73.967)|0|1077|40.793|-73.967
(40.793,-73.967)|1|667|40.793|-73.967
(40.793,-73.967)|2|330|40.793|-73.967
(40.793,-73.967)|3|305|40.793|-73.967
(40.793,-73.967)|4|444|40.793|-73.967
(40.793,-73.967)|5|1197|40.793|-73.967
(40.793,-73.967)|6|2349|40.793|-73.967
(40.793,-73.967)|7|4332|40.793|-73.967
(40.793,-73.967)|8|5490|40.793|-73.967
(40.793,-73.967)|9|5231|40.793|-73.967
(40.793,-73.967)|10|4884|40.793|-73.967
(40.793,-73.967)|11|4420|40.793|-73.967
(40.793,-73.967)|12|4488|40.793|-73.967
(40.793,-73.967)|13|4045|40.793|-73.967
(40.793,-73.967)|14|3941|40.793|-73.967
(40.793,-73.967)|15|4065|40.793|-73.967
(40.793,-73.967)|16|3832|40.793|-73.967
(40.793,-73.967)|17|4393|40.793|-73.967
(40.793,-73.967)|18|4710|40.793|-73.967
(40.793,-73.967)|19|4435|40.793|-73.967
(40.793,-73.967)|20|3648|40.793|-73.967
(40.793,-73.967)|21|2739|40.793|-73.967
(40.793,-73.967)|22|2248|40.793|-73.967
(40.793,-73.967)|23|1685|40.793|-73.967
(40.793,-73.968)|0|656|40.793|-73.968
(40.793,-73.968)|1|422|40.793|-73.968
(40.793,-73.968)|2|231|40.793|-73.968
(40.793,-73.968)|3|238|40.793|-73.968
(40.793,-73.968)|4|244|40.793|-73.968
(40.793,-73.968)|5|831|40.793|-73.968
(40.793,-73.968)|6|1768|40.793|-73.968
(40.793,-73.968)|7|3031|40.793|-73.968
(40.793,-73.968)|8|3263|40.793|-73.968
(40.793,-73.968)|9|2942|40.793|-73.968
(40.793,-73.968)|10|2789|40.793|-73.968
(40.793,-73.968)|11|2481|40.793|-73.968
(40.793,-73.968)|12|2590|40.793|-73.968
(40.793,-73.968)|13|2353|40.793|-73.968
(40.793,-73.968)|14|2398|40.793|-73.968
(40.793,-73.968)|15|2356|40.793|-73.968
(40.793,-73.968)|16|2222|40.793|-73.968
(40.793,-73.968)|17|2463|40.793|-73.968
(40.793,-73.968)|18|2866|40.793|-73.968
(40.793,-73.968)|19|2647|40.793|-73.968
(40.793,-73.968)|20|1856|40.793|-73.968
(40.793,-73.968)|21|1348|40.793|-73.968
(40.793,-73.968)|22|1091|40.793|-73.968
(40.793,-73.968)|23|936|40.793|-73.968
(40.793,-73.971)|0|676|40.793|-73.971
(40.793,-73.971)|1|412|40.793|-73.971
(40.793,-73.971)|2|298|40.793|-73.971
(40.793,-73.971)|3|195|40.793|-73.971
(40.793,-73.971)|4|181|40.793|-73.971
(40.793,-73.971)|5|240|40.793|-73.971
(40.793,-73.971)|6|655|40.793|-73.971
(40.793,-73.971)|7|891|40.793|-73.971
(40.793,-73.971)|8|1042|40.793|-73.971
(40.793,-73.971)|9|1114|40.793|-73.971
(40.793,-73.971)|10|1319|40.793|-73.971
(40.793,-73.971)|11|1434|40.793|-73.971
(40.793,-73.971)|12|1414|40.793|-73.971
(40.793,-73.971)|13|1545|40.793|-73.971
(40.793,-73.971)|14|1523|40.793|-73.971
(40.793,-73.971)|15|1566|40.793|-73.971
(40.793,-73.971)|16|1265|40.793|-73.971
(40.793,-73.971)|17|1591|40.793|-73.971
(40.793,-73.971)|18|2105|40.793|-73.971
(40.793,-73.971)|19|1883|40.793|-73.971
(40.793,-73.971)|20|1856|40.793|-73.971
(40.793,-73.971)|21|1657|40.793|-73.971
(40.793,-73.971)|22|1572|40.793|-73.971
(40.793,-73.971)|23|1174|40.793|-73.971
(40.793,-73.973)|0|2727|40.793|-73.973
(40.793,-73.973)|1|1699|40.793|-73.973
(40.793,-73.973)|2|1227|40.793|-73.973
(40.793,-73.973)|3|684|40.793|-73.973
(40.793,-73.973)|4|776|40.793|-73.973
(40.793,-73.973)|5|1299|40.793|-73.973
(40.793,-73.973)|6|2550|40.793|-73.973
(40.793,-73.973)|7|4583|40.793|-73.973
(40.793,-73.973)|8|5529|40.793|-73.973
(40.793,-73.973)|9|5576|40.793|-73.973
(40.793,-73.973)|10|5579|40.793|-73.973
(40.793,-73.973)|11|5340|40.793|-73.973
(40.793,-73.973)|12|5536|40.793|-73.973
(40.793,-73.973)|13|5180|40.793|-73.973
(40.793,-73.973)|14|5187|40.793|-73.973
(40.793,-73.973)|15|5561|40.793|-73.973
(40.793,-73.973)|16|5180|40.793|-73.973
(40.793,-73.973)|17|5932|40.793|-73.973
(40.793,-73.973)|18|6909|40.793|-73.973
(40.793,-73.973)|19|6373|40.793|-73.973
(40.793,-73.973)|20|5053|40.793|-73.973
(40.793,-73.973)|21|4583|40.793|-73.973
(40.793,-73.973)|22|4535|40.793|-73.973
(40.793,-73.973)|23|3803|40.793|-73.973
(40.793,-73.975)|0|760|40.793|-73.975
(40.793,-73.975)|1|348|40.793|-73.975
(40.793,-73.975)|2|195|40.793|-73.975
(40.793,-73.975)|3|150|40.793|-73.975
(40.793,-73.975)|4|258|40.793|-73.975
(40.793,-73.975)|5|1031|40.793|-73.975
(40.793,-73.975)|6|1512|40.793|-73.975
(40.793,-73.975)|7|2611|40.793|-73.975
(40.793,-73.975)|8|4184|40.793|-73.975
(40.793,-73.975)|9|4101|40.793|-73.975
(40.793,-73.975)|10|3876|40.793|-73.975
(40.793,-73.975)|11|3314|40.793|-73.975
(40.793,-73.975)|12|3932|40.793|-73.975
(40.793,-73.975)|13|3111|40.793|-73.975
(40.793,-73.975)|14|2813|40.793|-73.975
(40.793,-73.975)|15|2848|40.793|-73.975
(40.793,-73.975)|16|2321|40.793|-73.975
(40.793,-73.975)|17|3065|40.793|-73.975
(40.793,-73.975)|18|3561|40.793|-73.975
(40.793,-73.975)|19|2915|40.793|-73.975
(40.793,-73.975)|20|2091|40.793|-73.975
(40.793,-73.975)|21|1530|40.793|-73.975
(40.793,-73.975)|22|1287|40.793|-73.975
(40.793,-73.975)|23|1143|40.793|-73.975
(40.794,-73.94)|0|1039|40.794|-73.94
(40.794,-73.94)|1|678|40.794|-73.94
(40.794,-73.94)|2|418|40.794|-73.94
(40.794,-73.94)|3|379|40.794|-73.94
(40.794,-73.94)|4|436|40.794|-73.94
(40.794,-73.94)|5|1006|40.794|-73.94
(40.794,-73.94)|6|1301|40.794|-73.94
(40.794,-73.94)|7|1771|40.794|-73.94
(40.794,-73.94)|8|1591|40.794|-73.94
(40.794,-73.94)|9|1051|40.794|-73.94
(40.794,-73.94)|10|862|40.794|-73.94
(40.794,-73.94)|11|846|40.794|-73.94
(40.794,-73.94)|12|921|40.794|-73.94
(40.794,-73.94)|13|820|40.794|-73.94
(40.794,-73.94)|14|824|40.794|-73.94
(40.794,-73.94)|15|802|40.794|-73.94
(40.794,-73.94)|16|761|40.794|-73.94
(40.794,-73.94)|17|992|40.794|-73.94
(40.794,-73.94)|18|1085|40.794|-73.94
(40.794,-73.94)|19|1019|40.794|-73.94
(40.794,-73.94)|20|973|40.794|-73.94
(40.794,-73.94)|21|1022|40.794|-73.94
(40.794,-73.94)|22|1114|40.794|-73.94
(40.794,-73.94)|23|1142|40.794|-73.94
(40.794,-73.943)|0|186|40.794|-73.943
(40.794,-73.943)|1|164|40.794|-73.943
(40.794,-73.943)|2|127|40.794|-73.943
(40.794,-73.943)|3|105|40.794|-73.943
(40.794,-73.943)|4|128|40.794|-73.943
(40.794,-73.943)|5|121|40.794|-73.943
(40.794,-73.943)|6|125|40.794|-73.943
(40.794,-73.943)|7|188|40.794|-73.943
(40.794,-73.943)|8|229|40.794|-73.943
(40.794,-73.943)|9|172|40.794|-73.943
(40.794,-73.943)|10|157|40.794|-73.943
(40.794,-73.943)|11|179|40.794|-73.943
(40.794,-73.943)|12|163|40.794|-73.943
(40.794,-73.943)|13|186|40.794|-73.943
(40.794,-73.943)|14|211|40.794|-73.943
(40.794,-73.943)|15|206|40.794|-73.943
(40.794,-73.943)|16|195|40.794|-73.943
(40.794,-73.943)|17|124|40.794|-73.943
(40.794,-73.943)|18|129|40.794|-73.943
(40.794,-73.943)|19|168|40.794|-73.943
(40.794,-73.943)|20|189|40.794|-73.943
(40.794,-73.943)|21|162|40.794|-73.943
(40.794,-73.943)|22|169|40.794|-73.943
(40.794,-73.943)|23|157|40.794|-73.943
(40.794,-73.967)|0|898|40.794|-73.967
(40.794,-73.967)|1|491|40.794|-73.967
(40.794,-73.967)|2|261|40.794|-73.967
(40.794,-73.967)|3|151|40.794|-73.967
(40.794,-73.967)|4|198|40.794|-73.967
(40.794,-73.967)|5|631|40.794|-73.967
(40.794,-73.967)|6|1317|40.794|-73.967
(40.794,-73.967)|7|2123|40.794|-73.967
(40.794,-73.967)|8|3561|40.794|-73.967
(40.794,-73.967)|9|4472|40.794|-73.967
(40.794,-73.967)|10|5690|40.794|-73.967
(40.794,-73.967)|11|7044|40.794|-73.967
(40.794,-73.967)|12|7789|40.794|-73.967
(40.794,-73.967)|13|8047|40.794|-73.967
(40.794,-73.967)|14|8570|40.794|-73.967
(40.794,-73.967)|15|9318|40.794|-73.967
(40.794,-73.967)|16|8539|40.794|-73.967
(40.794,-73.967)|17|9778|40.794|-73.967
(40.794,-73.967)|18|9745|40.794|-73.967
(40.794,-73.967)|19|8890|40.794|-73.967
(40.794,-73.967)|20|7169|40.794|-73.967
(40.794,-73.967)|21|5077|40.794|-73.967
(40.794,-73.967)|22|3037|40.794|-73.967
(40.794,-73.967)|23|1657|40.794|-73.967
(40.794,-73.97)|0|1481|40.794|-73.97
(40.794,-73.97)|1|1023|40.794|-73.97
(40.794,-73.97)|2|674|40.794|-73.97
(40.794,-73.97)|3|465|40.794|-73.97
(40.794,-73.97)|4|402|40.794|-73.97
(40.794,-73.97)|5|532|40.794|-73.97
(40.794,-73.97)|6|834|40.794|-73.97
(40.794,-73.97)|7|1150|40.794|-73.97
(40.794,-73.97)|8|1766|40.794|-73.97
(40.794,-73.97)|9|1521|40.794|-73.97
(40.794,-73.97)|10|1909|40.794|-73.97
(40.794,-73.97)|11|2121|40.794|-73.97
(40.794,-73.97)|12|2324|40.794|-73.97
(40.794,-73.97)|13|2169|40.794|-73.97
(40.794,-73.97)|14|2141|40.794|-73.97
(40.794,-73.97)|15|2087|40.794|-73.97
(40.794,-73.97)|16|1795|40.794|-73.97
(40.794,-73.97)|17|1968|40.794|-73.97
(40.794,-73.97)|18|2346|40.794|-73.97
(40.794,-73.97)|19|2108|40.794|-73.97
(40.794,-73.97)|20|2020|40.794|-73.97
(40.794,-73.97)|21|2026|40.794|-73.97
(40.794,-73.97)|22|1843|40.794|-73.97
(40.794,-73.97)|23|1696|40.794|-73.97
(40.794,-73.971)|0|1657|40.794|-73.971
(40.794,-73.971)|1|1143|40.794|-73.971
(40.794,-73.971)|2|694|40.794|-73.971
(40.794,-73.971)|3|485|40.794|-73.971
(40.794,-73.971)|4|329|40.794|-73.971
(40.794,-73.971)|5|335|40.794|-73.971
(40.794,-73.971)|6|610|40.794|-73.971
(40.794,-73.971)|7|743|40.794|-73.971
(40.794,-73.971)|8|873|40.794|-73.971
(40.794,-73.971)|9|809|40.794|-73.971
(40.794,-73.971)|10|953|40.794|-73.971
(40.794,-73.971)|11|1018|40.794|-73.971
(40.794,-73.971)|12|1139|40.794|-73.971
(40.794,-73.971)|13|1154|40.794|-73.971
(40.794,-73.971)|14|1192|40.794|-73.971
(40.794,-73.971)|15|1122|40.794|-73.971
(40.794,-73.971)|16|970|40.794|-73.971
(40.794,-73.971)|17|1233|40.794|-73.971
(40.794,-73.971)|18|1532|40.794|-73.971
(40.794,-73.971)|19|1672|40.794|-73.971
(40.794,-73.971)|20|1765|40.794|-73.971
(40.794,-73.971)|21|1988|40.794|-73.971
(40.794,-73.971)|22|1957|40.794|-73.971
(40.794,-73.971)|23|1868|40.794|-73.971
(40.794,-73.972)|0|6178|40.794|-73.972
(40.794,-73.972)|1|5332|40.794|-73.972
(40.794,-73.972)|2|3851|40.794|-73.972
(40.794,-73.972)|3|2388|40.794|-73.972
(40.794,-73.972)|4|1590|40.794|-73.972
(40.794,-73.972)|5|1368|40.794|-73.972
(40.794,-73.972)|6|2885|40.794|-73.972
(40.794,-73.972)|7|3250|40.794|-73.972
(40.794,-73.972)|8|3498|40.794|-73.972
(40.794,-73.972)|9|3870|40.794|-73.972
(40.794,-73.972)|10|4200|40.794|-73.972
(40.794,-73.972)|11|4836|40.794|-73.972
(40.794,-73.972)|12|4741|40.794|-73.972
(40.794,-73.972)|13|4504|40.794|-73.972
(40.794,-73.972)|14|4866|40.794|-73.972
(40.794,-73.972)|15|4738|40.794|-73.972
(40.794,-73.972)|16|4322|40.794|-73.972
(40.794,-73.972)|17|5136|40.794|-73.972
(40.794,-73.972)|18|6422|40.794|-73.972
(40.794,-73.972)|19|5987|40.794|-73.972
(40.794,-73.972)|20|5165|40.794|-73.972
(40.794,-73.972)|21|5750|40.794|-73.972
(40.794,-73.972)|22|6430|40.794|-73.972
(40.794,-73.972)|23|6306|40.794|-73.972
(40.795,-73.942)|0|164|40.795|-73.942
(40.795,-73.942)|1|171|40.795|-73.942
(40.795,-73.942)|2|105|40.795|-73.942
(40.795,-73.942)|3|108|40.795|-73.942
(40.795,-73.942)|4|93|40.795|-73.942
(40.795,-73.942)|5|108|40.795|-73.942
(40.795,-73.942)|6|84|40.795|-73.942
(40.795,-73.942)|7|162|40.795|-73.942
(40.795,-73.942)|8|162|40.795|-73.942
(40.795,-73.942)|9|128|40.795|-73.942
(40.795,-73.942)|10|148|40.795|-73.942
(40.795,-73.942)|11|151|40.795|-73.942
